A,B,C,D,E,F,G,H,X,Y
27,161,292,1167,64,40,1928220,29264,0,27
31,185,242,969,42,41,1269423,24242,0,31
16,99,840,3360,30,65,904995,84030,0,16
67,401,33,130,90,95,2720385,3390,0,67
66,397,955,3820,12,0,379800,95512,0,66
21,123,320,1280,85,84,2556552,32085,0,21
39,232,968,3870,67,93,2021979,96867,0,39
41,248,369,1474,92,21,2772363,36992,0,41
21,128,689,2756,63,10,1896330,68963,0,21
65,392,967,3868,5,85,169755,96705,0,65
76,459,832,3327,53,9,1612827,83253,0,76
33,196,341,1362,59,67,1780101,34159,0,33
87,519,695,2780,44,10,1346130,69544,0,87
9,54,453,1811,37,81,1112943,45337,0,9
35,210,230,921,71,9,2140527,23071,0,35
18,107,852,3409,93,30,2795490,85293,0,18
46,276,541,2164,96,86,2894058,54196,0,46
68,408,268,1072,14,99,440697,26814,0,68
68,407,771,3084,73,76,2210628,77173,0,68
26,154,617,2468,98,61,2947983,61798,0,26
8,51,386,1542,99,99,2972697,38699,0,8
71,424,400,1600,28,37,861411,40028,0,71
23,140,792,3168,10,74,307122,79210,0,23
72,430,44,176,21,14,651642,4421,0,72
71,426,693,2774,40,4,1221312,69340,0,71
58,351,366,1464,54,27,1637481,36654,0,58
29,173,656,2626,68,20,2048760,65668,0,29
8,49,279,1116,77,12,2312436,27977,0,8
66,396,163,652,22,89,680067,16322,0,66
48,287,215,860,22,13,674439,21522,0,48
50,300,637,2548,7,13,225039,63707,0,50
7,44,891,3564,51,23,1532169,89151,0,7
85,509,257,1028,30,74,925722,25730,0,85
25,149,20,79,29,54,877662,2029,0,25
62,374,814,3256,15,95,468885,81415,0,62
84,507,915,3660,44,15,1345245,91544,0,84
41,243,700,2800,3,78,102534,70003,0,41
71,425,76,304,56,33,1701399,7656,0,71
22,133,401,1604,10,30,306690,40110,0,22
34,207,592,2370,55,17,1660251,59255,0,34
53,317,590,2360,71,15,2145945,59071,0,53
11,67,412,1648,59,4,1773312,41259,0,11
87,520,245,980,84,76,2546328,24584,0,87
56,336,279,1115,82,6,2476818,27982,0,56
75,452,811,3244,28,74,862722,81128,0,75
95,572,670,2680,39,23,1198569,67039,0,95
18,107,483,1932,12,33,365499,48312,0,18
92,551,568,2272,26,90,807870,56826,0,92
53,316,124,496,81,71,2446113,12481,0,53
42,253,653,2612,2,22,72666,65302,0,42
53,319,125,498,74,40,2236020,12574,0,53
98,590,695,2780,24,53,749559,69524,0,98
53,318,283,1132,53,83,1606149,28353,0,53
11,63,367,1470,93,30,2793390,36793,0,11
37,224,191,764,16,46,491238,19116,0,37
30,182,680,2720,34,68,1029204,68034,0,30
97,581,288,1150,8,68,269304,28808,0,97
65,392,163,651,2,88,79764,16302,0,65
87,521,645,2582,84,85,2546355,64584,0,87
68,407,942,3766,53,36,1610508,94253,0,68
99,592,131,525,85,89,2579967,13185,0,99
0,-2,189,756,32,52,960156,18932,0,0
2,11,652,2608,24,16,720648,65224,0,2
17,101,932,3728,28,22,845166,93228,0,17
99,592,851,3405,25,91,779973,85125,0,99
38,225,607,2428,29,77,881631,60729,0,38
56,336,334,1338,98,2,2956806,33498,0,56
54,325,455,1820,70,29,2116287,45570,0,54
90,539,550,2198,36,34,1107102,55036,0,90
4,26,249,994,59,84,1771452,24959,0,4
10,58,847,3388,62,33,1863099,84762,0,10
45,270,651,2604,11,99,343797,65111,0,45
20,119,265,1062,78,97,2346291,26578,0,20
0,-1,388,1553,14,14,420042,38814,0,0
15,92,693,2771,11,49,334647,69311,0,15
29,171,261,1044,94,37,2828811,26194,0,29
97,583,273,1092,85,28,2579184,27385,0,97
34,202,379,1515,4,45,130335,37904,0,34
80,482,175,698,75,85,2274255,17575,0,80
9,51,377,1508,18,90,542970,37718,0,9
21,127,883,3532,45,54,1356462,88345,0,21
58,351,314,1254,40,99,1217697,31440,0,58
24,141,412,1646,45,84,1357452,41245,0,24
88,526,980,3921,21,3,656409,98021,0,88
1,9,345,1380,19,82,570546,34519,0,1
55,332,988,3952,97,5,2926515,98897,0,55
62,375,519,2075,21,31,648693,51921,0,62
69,414,700,2800,39,17,1190751,70039,0,69
74,445,46,184,24,77,742431,4624,0,74
52,313,287,1148,0,25,15675,28700,0,52
62,371,425,1700,62,93,1878879,42562,0,62
95,573,414,1656,90,71,2728713,41490,0,95
56,338,131,524,60,15,1816845,13160,0,56
12,73,882,3526,28,43,843729,88228,0,12
31,188,400,1600,2,27,69381,40002,0,31
70,423,575,2300,55,29,1671087,57555,0,70
87,522,489,1956,72,90,2186370,48972,0,87
72,433,385,1540,41,53,1251759,38541,0,72
79,473,926,3702,51,86,1553958,92651,0,79
47,282,206,825,52,17,1574151,20652,0,47
71,428,657,2628,90,7,2721321,65790,0,71
56,339,623,2492,98,30,2956890,62398,0,56
82,491,836,3345,48,91,1464873,83648,0,82
87,519,658,2632,79,48,2396244,65879,0,87
86,518,539,2156,0,55,25965,53900,0,86
48,286,590,2360,57,91,1724673,59057,0,48
81,484,399,1595,11,22,354366,39911,0,81
91,544,160,638,75,3,2277309,16075,0,91
80,482,980,3919,82,68,2484204,98082,0,80
95,568,234,936,10,15,328545,23410,0,95
47,284,547,2189,58,37,1754211,54758,0,47
58,346,271,1084,45,20,1367460,27145,0,58
98,591,99,395,41,28,1259484,9941,0,98
86,518,380,1520,69,64,2095992,38069,0,86
76,455,744,2976,29,46,892938,74429,0,76
70,418,551,2204,9,7,291021,55109,0,70
18,110,940,3759,70,81,2105643,94070,0,18
61,366,213,854,39,35,1188405,21339,0,61
46,274,618,2472,88,14,2653842,61888,0,46
64,381,631,2524,65,17,1969251,63165,0,64
5,27,197,788,52,75,1561725,19752,0,5
94,561,489,1955,84,50,2548350,48984,0,94
4,25,260,1040,60,20,1801260,26060,0,4
11,65,406,1624,29,55,873465,40629,0,11
12,69,729,2914,55,62,1653786,72955,0,12
4,21,734,2937,91,82,2731446,73491,0,4
24,145,351,1404,90,98,2707494,35190,0,24
99,595,611,2444,29,58,899874,61129,0,99
12,74,548,2192,57,92,1713876,54857,0,12
76,453,764,3056,25,34,772902,76425,0,76
30,183,823,3292,90,23,2709069,82390,0,30
95,572,472,1888,0,50,28650,47200,0,95
29,173,910,3642,43,31,1298793,91043,0,29
88,529,318,1272,33,50,1016550,31833,0,88
93,555,822,3288,99,78,2998134,82299,0,93
27,165,324,1296,97,93,2918379,32497,0,27
99,594,51,204,49,42,1499826,5149,0,99
85,509,665,2661,59,84,1795752,66559,0,85
62,369,133,534,24,53,738759,13324,0,62
17,100,528,2110,65,6,1955118,52865,0,17
26,158,865,3461,40,25,1207875,86540,0,26
36,214,997,3988,85,22,2560866,99785,0,36
98,591,304,1215,59,21,1799463,30459,0,98
49,293,539,2158,22,78,674934,53922,0,49
84,507,402,1608,18,0,565200,40218,0,84
39,235,538,2154,14,19,431757,53814,0,39
91,546,80,319,60,4,1827312,8060,0,91
8,47,401,1602,19,16,572448,40119,0,8
6,34,941,3763,89,64,2671992,94189,0,6
29,172,636,2544,8,39,248817,63608,0,29
39,236,558,2232,6,36,191808,55806,0,39
80,477,602,2408,50,0,1524000,60250,0,80
80,477,327,1308,47,85,1434255,32747,0,80
27,165,384,1536,6,9,188127,38406,0,27
90,538,190,758,93,86,2817258,19093,0,90
71,427,775,3101,49,86,1491558,77549,0,71
29,171,695,2778,56,95,1688985,69556,0,29
74,446,825,3300,91,50,2752350,82591,0,74
35,208,370,1480,86,70,2590710,37086,0,35
18,109,129,516,64,28,1925484,12964,0,18
61,365,987,3948,87,93,2628579,98787,0,61
69,413,870,3481,23,41,710823,87023,0,69
96,577,408,1632,87,26,2638878,40887,0,96
42,249,236,944,82,2,2472606,23682,0,42
3,16,164,656,4,38,121014,16404,0,3
7,39,862,3449,91,76,2732328,86291,0,7
7,43,495,1980,88,68,2642304,49588,0,7
26,158,657,2628,34,68,1028004,65734,0,26
98,591,561,2244,74,21,2249463,56174,0,98
99,593,591,2366,97,9,2939727,59197,0,99
31,183,973,3892,45,84,1359552,97345,0,31
25,153,596,2384,25,76,757728,59625,0,25
57,343,66,264,40,27,1217181,6640,0,57
80,483,67,268,74,5,2244015,6774,0,80
40,240,771,3084,0,89,12267,77100,0,40
65,391,373,1491,32,13,979539,37332,0,65
90,540,314,1257,15,95,477285,31415,0,90
73,438,427,1708,34,35,1042005,42734,0,73
24,145,157,628,53,76,1597428,15753,0,24
55,331,738,2952,98,84,2956752,73898,0,55
0,0,490,1960,43,82,1290246,49043,0,0
27,161,487,1948,67,25,2018175,48767,0,27
72,430,108,432,61,59,1851777,10861,0,72
84,504,804,3216,27,9,835227,80427,0,84
90,538,140,560,7,16,237048,14007,0,90
31,183,542,2168,21,88,639564,54221,0,31
87,521,799,3196,69,80,2096340,79969,0,87
69,415,432,1728,20,61,620883,43220,0,69
47,284,301,1204,81,10,2444130,30181,0,47
44,265,411,1644,53,82,1603446,41153,0,44
81,483,553,2212,85,41,2574423,55385,0,81
63,378,585,2338,5,42,169026,58505,0,63
22,130,118,472,12,44,366732,11812,0,22
35,209,929,3717,84,97,2530791,92984,0,35
14,81,307,1230,30,17,904251,30730,0,14
70,419,931,3722,65,31,1971093,93165,0,70
22,134,548,2194,44,97,1326891,54844,0,22
46,278,960,3841,18,24,553872,96018,0,46
18,108,165,662,90,83,2705649,16590,0,18
16,93,571,2284,9,93,275079,57109,0,16
16,98,717,2868,95,77,2855031,71795,0,16
41,248,599,2396,85,84,2562552,59985,0,41
62,374,544,2176,12,58,378774,54412,0,62
19,117,348,1392,68,38,2045814,34868,0,19
23,139,222,888,13,3,396909,22213,0,23
5,31,787,3147,25,60,751680,78725,0,5
86,516,975,3902,3,22,115866,97503,0,86
79,475,725,2899,93,45,2813835,72593,0,79
73,440,475,1900,42,52,1282056,47542,0,73
23,139,785,3141,98,21,2946963,78598,0,23
3,19,255,1020,40,21,1200963,25540,0,3
40,237,521,2084,83,53,2502159,52183,0,40
12,70,166,664,0,16,3648,16600,0,12
79,472,176,704,48,58,1463874,17648,0,79
76,459,428,1712,14,73,443019,42814,0,76
39,232,798,3193,70,33,2111799,79870,0,39
80,480,458,1830,74,55,2244165,45874,0,80
61,369,90,358,0,10,18330,9000,0,61
39,231,750,3000,5,32,161796,75005,0,39
21,127,666,2662,5,68,156504,66605,0,21
33,200,554,2216,56,65,1690095,55456,0,33
64,387,388,1550,90,99,2719497,38890,0,64
2,10,388,1552,11,68,330804,38811,0,2
14,82,266,1064,96,45,2884335,26696,0,14
45,268,141,564,25,74,763722,14125,0,45
12,71,652,2608,70,26,2103678,65270,0,12
48,288,222,887,91,93,2744679,22291,0,48
49,293,972,3888,68,34,2054802,97268,0,49
63,380,389,1556,5,4,168912,38905,0,63
68,408,186,743,8,3,260409,18608,0,68
27,163,840,3358,26,9,788127,84026,0,27
18,108,503,2012,97,94,2915682,50397,0,18
32,194,520,2082,99,70,2979810,52099,0,32
12,70,177,708,19,35,573705,17719,0,12
89,535,14,55,99,95,2996985,1499,0,89
67,402,986,3944,38,12,1160136,98638,0,67
68,405,477,1908,49,81,1490643,47749,0,68
30,182,607,2427,26,0,789000,60726,0,30
42,249,403,1614,37,18,1122654,40337,0,42
71,428,449,1796,17,77,531531,44917,0,71
70,419,643,2572,1,60,51180,64301,0,70
35,212,66,263,55,56,1660668,6655,0,35
78,468,734,2937,36,39,1103517,73436,0,78
98,587,391,1564,80,96,2429688,39180,0,98
72,430,350,1400,82,81,2481843,35082,0,72
81,486,214,856,59,49,1794447,21459,0,81
22,133,838,3350,29,88,876864,83829,0,22
69,417,439,1754,85,40,2570820,43985,0,69
18,108,227,906,30,75,905625,22730,0,18
51,307,412,1650,90,32,2715396,41290,0,51
31,186,20,78,53,52,1599456,2053,0,31
64,386,52,206,22,22,679266,5222,0,64
95,568,734,2936,60,23,1828569,73460,0,95
73,440,293,1172,69,7,2091921,29369,0,73
38,225,522,2088,4,0,131400,52204,0,38
81,487,524,2096,17,61,534483,52417,0,81
88,531,377,1507,60,30,1826490,37760,0,88
30,179,774,3096,96,28,2889084,77496,0,30
34,206,403,1610,81,23,2440269,40381,0,34
16,96,992,3968,64,63,1924989,99264,0,16
87,520,823,3291,44,58,1346274,82344,0,87
85,511,525,2102,52,36,1585608,52552,0,85
94,565,458,1830,96,84,2908452,45896,0,94
84,505,496,1984,67,45,2035335,49667,0,84
54,323,321,1284,15,15,466245,32115,0,54
36,218,605,2422,25,21,760863,60525,0,36
92,552,631,2526,15,51,477753,63115,0,92
55,332,619,2478,53,13,1606539,61953,0,55
50,303,944,3776,18,52,555156,94418,0,50
94,561,150,602,36,59,1108377,15036,0,94
24,141,934,3735,72,70,2167410,93472,0,24
81,483,700,2799,3,22,114366,70003,0,81
50,302,164,657,34,91,1035273,16434,0,50
43,258,288,1150,16,84,493152,28816,0,43
48,286,266,1062,70,70,2114610,26670,0,48
64,385,667,2668,0,81,19443,66700,0,64
77,463,628,2511,74,90,2243370,62874,0,77
0,2,289,1158,99,2,2970006,28999,0,0
20,122,658,2632,89,10,2676030,65889,0,20
95,573,720,2880,51,74,1558722,72051,0,95
45,269,975,3902,55,95,1663785,97555,0,45
89,537,684,2738,50,48,1526844,68450,0,89
33,200,825,3302,55,82,1660146,82555,0,33
45,270,312,1247,94,73,2833719,31294,0,45
73,439,321,1284,52,42,1582026,32152,0,73
23,136,68,270,48,1,1446903,6848,0,23
18,111,604,2416,12,39,365517,60412,0,18
75,453,849,3395,63,94,1912782,84963,0,75
63,380,729,2915,21,41,649023,72921,0,63
71,423,57,229,91,0,2751300,5791,0,71
60,357,408,1630,44,85,1338255,40844,0,60
18,107,71,285,52,98,1565694,7152,0,18
78,467,418,1671,42,19,1283457,41842,0,78
31,185,370,1481,10,68,309504,37010,0,31
20,122,418,1673,23,10,696030,41823,0,20
89,534,955,3821,54,96,1646988,95554,0,89
78,471,897,3588,71,41,2153523,89771,0,78
81,484,955,3818,20,3,624309,95520,0,81
63,376,186,743,81,62,2449086,18681,0,63
45,269,882,3527,62,82,1873746,88262,0,45
17,100,774,3097,43,77,1295331,77443,0,17
76,457,448,1791,90,60,2722980,44890,0,76
25,152,145,582,53,31,1597593,14553,0,25
60,358,228,912,45,5,1368015,22845,0,60
19,113,805,3222,29,96,875988,80529,0,19
24,143,722,2888,98,94,2947482,72298,0,24
28,166,298,1191,57,94,1718682,29857,0,28
28,166,190,760,8,71,248613,19008,0,28
36,219,87,348,84,23,2530869,8784,0,36
0,-1,497,1987,63,38,1890114,49763,0,0
34,202,63,252,52,61,1570383,6352,0,34
80,477,929,3718,11,59,354177,92911,0,80
0,-2,652,2610,41,88,1230264,65241,0,0
4,21,570,2280,25,57,751371,57025,0,4
17,102,533,2130,88,44,2645232,53388,0,17
80,483,915,3660,67,91,2034273,91567,0,80
70,422,300,1200,20,47,621141,30020,0,70
42,251,298,1193,5,94,162882,29805,0,42
72,431,138,552,77,82,2331846,13877,0,72
80,478,486,1944,20,87,624261,48620,0,80
84,502,758,3033,3,18,115254,75803,0,84
63,378,284,1137,14,46,439038,28414,0,63
82,492,342,1368,91,97,2754891,34291,0,82
85,509,736,2944,33,50,1015650,73633,0,85
95,572,15,59,64,53,1948659,1564,0,95
31,188,751,3004,92,61,2769483,75192,0,31
10,61,975,3899,53,38,1593114,97553,0,10
58,350,587,2346,32,9,977427,58732,0,58
47,285,70,280,81,23,2444169,7081,0,47
42,250,19,76,75,47,2262741,1975,0,42
87,519,16,64,29,68,896304,1629,0,87
51,304,85,342,40,60,1215480,8540,0,51
23,135,551,2206,8,12,246936,55108,0,23
96,579,869,3476,65,72,1979016,86965,0,96
0,-2,772,3088,22,39,660117,77222,0,0
53,320,617,2466,93,60,2806080,61793,0,53
3,17,151,604,43,12,1290936,15143,0,3
42,254,896,3585,54,37,1632711,89654,0,42
43,256,591,2365,71,35,2143005,59171,0,43
97,580,479,1916,17,56,539268,47917,0,97
14,86,783,3132,4,91,124473,78304,0,14
56,337,806,3222,93,63,2806989,80693,0,56
43,257,462,1846,3,63,103089,46203,0,43
1,7,185,740,18,62,540486,18518,0,1
46,274,28,110,77,2,2323806,2877,0,46
38,226,527,2108,39,24,1181472,52739,0,38
83,499,984,3936,63,0,1914900,98463,0,83
31,188,783,3133,69,45,2079435,78369,0,31
14,82,158,631,15,61,454383,15815,0,14
1,6,976,3904,42,52,1260456,97642,0,1
82,492,92,368,17,82,534846,9217,0,82
96,575,358,1432,86,2,2608806,35886,0,96
72,434,374,1496,49,86,1491858,37449,0,72
56,338,263,1052,83,36,2506908,26383,0,56
44,263,388,1554,68,17,2053251,38868,0,44
31,189,267,1068,13,56,399468,26713,0,31
95,570,189,754,0,49,28647,18900,0,95
31,187,342,1370,24,1,729303,34224,0,31
21,125,618,2472,31,83,936549,61831,0,21
61,367,926,3706,62,56,1878468,92662,0,61
92,555,90,362,27,22,837666,9027,0,92
35,212,149,596,95,91,2860773,14995,0,35
13,78,770,3080,5,17,153951,77005,0,13
88,527,988,3953,11,77,356631,98811,0,88
2,13,900,3598,69,80,2070840,90069,0,2
72,434,261,1043,85,25,2571675,26185,0,72
48,291,247,988,70,92,2114676,24770,0,48
78,466,516,2065,22,3,683409,51622,0,78
22,131,441,1764,73,54,2196762,44173,0,22
2,12,666,2665,45,37,1350711,66645,0,2
89,535,217,869,29,53,896859,21729,0,89
60,361,503,2012,46,54,1398162,50346,0,60
64,382,581,2324,4,2,139206,58104,0,64
6,36,592,2368,84,40,2521920,59284,0,6
91,545,423,1692,0,55,27465,42300,0,91
84,507,745,2980,40,28,1225284,74540,0,84
24,146,526,2103,94,40,2827320,52694,0,24
89,531,569,2276,49,55,1496865,56949,0,89
79,474,866,3464,36,16,1103748,86636,0,79
73,435,284,1135,50,67,1522101,28450,0,73
64,386,887,3548,33,73,1009419,88733,0,64
19,114,964,3856,34,30,1025790,96434,0,19
60,357,130,520,99,14,2988042,13099,0,60
76,453,143,572,30,41,922923,14330,0,76
56,336,843,3372,87,88,2627064,84387,0,56
75,452,594,2376,76,80,2302740,59476,0,75
49,294,508,2032,78,11,2354733,50878,0,49
94,561,858,3432,73,85,2218455,85873,0,94
63,377,484,1936,55,6,1668918,48455,0,63
44,261,989,3954,30,59,913377,98930,0,44
12,73,531,2124,76,47,2283741,53176,0,12
31,188,644,2578,47,59,1419477,64447,0,31
89,535,21,86,40,45,1226835,2140,0,89
38,229,490,1962,93,71,2801613,49093,0,38
64,385,173,692,64,97,1939491,17364,0,64
32,194,568,2273,56,94,1689882,56856,0,32
66,394,644,2575,72,1,2179803,64472,0,66
96,573,576,2304,71,30,2158890,57671,0,96
3,20,698,2794,41,12,1230936,69841,0,3
51,307,709,2836,88,92,2655576,70988,0,51
15,87,731,2925,9,59,274677,73109,0,15
96,577,608,2432,89,22,2698866,60889,0,96
4,25,792,3169,54,52,1621356,79254,0,4
20,118,981,3924,67,78,2016234,98167,0,20
45,268,8,34,87,1,2623503,887,0,45
88,529,639,2555,65,46,1976538,63965,0,88
60,359,210,842,76,69,2298207,21076,0,60
47,285,392,1570,68,85,2054355,39268,0,47
60,360,155,620,90,50,2718150,15590,0,60
84,507,433,1732,2,89,85467,43302,0,84
7,41,178,712,66,2,1982106,17866,0,7
52,309,537,2148,66,45,1995735,53766,0,52
73,440,448,1794,81,38,2452014,44881,0,73
27,161,72,286,95,32,2858196,7295,0,27
86,515,75,300,40,77,1226031,7540,0,86
87,521,889,3556,77,17,2336151,88977,0,87
8,50,85,342,45,18,1352454,8545,0,8
90,539,133,530,55,57,1677171,13355,0,90
71,425,740,2959,14,86,441558,74014,0,71
29,172,218,872,24,26,728778,21824,0,29
30,183,253,1012,4,78,129234,25304,0,30
90,537,878,3512,32,60,987180,87832,0,90
31,188,290,1160,33,25,999375,29033,0,31
97,582,710,2842,29,13,899139,71029,0,97
72,431,581,2323,65,53,1971759,58165,0,72
53,316,904,3616,65,98,1966194,90465,0,53
82,495,964,3854,76,4,2304612,96476,0,82
78,468,321,1282,79,98,2393694,32179,0,78
71,424,879,3516,36,0,1101300,87936,0,71
68,408,174,695,90,56,2720568,17490,0,68
72,429,644,2577,49,45,1491735,64449,0,72
19,113,275,1102,17,97,515991,27517,0,19
61,369,501,2004,63,6,1908318,50163,0,61
54,322,90,360,15,89,466467,9015,0,54
16,97,12,50,8,41,244923,1208,0,16
43,255,546,2184,24,72,733116,54624,0,43
7,44,632,2529,62,64,1862292,63262,0,7
38,226,371,1486,45,19,1361457,37145,0,38
55,329,711,2843,59,93,1786779,71159,0,55
18,108,511,2044,99,65,2975595,51199,0,18
68,408,809,3238,58,66,1760598,80958,0,68
35,212,416,1662,74,70,2230710,41674,0,35
61,368,161,645,76,8,2298324,16176,0,61
12,74,575,2300,27,66,813798,57527,0,12
3,19,535,2140,50,77,1501131,53550,0,3
60,361,979,3916,44,86,1338258,97944,0,60
92,549,913,3650,78,65,2367795,91378,0,92
1,7,13,52,25,90,750570,1325,0,1
57,345,602,2410,89,77,2687331,60289,0,57
9,55,992,3967,89,16,2672748,99289,0,9
65,393,669,2678,35,22,1069566,66935,0,65
1,3,438,1752,22,6,660318,43822,0,1
60,362,279,1118,83,25,2508075,27983,0,60
13,76,672,2688,99,11,2973933,67299,0,13
32,192,398,1592,45,1,1359603,39845,0,32
50,297,924,3697,94,25,2835075,92494,0,50
26,154,612,2448,64,50,1927950,61264,0,26
43,258,584,2336,21,80,643140,58421,0,43
79,476,958,3832,22,75,683925,95822,0,79
66,399,350,1399,66,43,1999929,35066,0,66
73,436,206,823,63,61,1912083,20663,0,73
26,157,287,1149,53,85,1598055,28753,0,26
24,142,302,1208,86,26,2587278,30286,0,24
4,24,895,3580,99,68,2971404,89599,0,4
15,87,816,3266,35,28,1054584,81635,0,15
34,205,504,2016,8,37,250311,50408,0,34
60,359,117,468,37,38,1128114,11737,0,60
73,441,350,1398,95,35,2872005,35095,0,73
84,503,758,3031,15,62,475386,75815,0,84
41,247,620,2480,50,42,1512426,62050,0,41
37,220,813,3253,82,75,2471325,81382,0,37
16,96,622,2488,72,84,2165052,62272,0,16
83,501,507,2028,59,1,1794903,50759,0,83
53,317,300,1200,0,11,15933,30000,0,53
49,297,207,828,28,89,854967,20728,0,49
0,-3,414,1656,15,80,450240,41415,0,0
55,328,119,476,29,9,886527,11929,0,55
15,91,5,20,39,69,1174707,539,0,15
52,313,90,358,55,57,1665771,9055,0,52
35,210,459,1836,56,0,1690500,45956,0,35
69,411,788,3152,34,59,1040877,78834,0,69
15,89,75,300,4,7,124521,7504,0,15
18,105,655,2620,81,38,2435514,65581,0,18
40,242,891,3564,34,40,1032120,89134,0,40
78,471,82,326,84,36,2543508,8284,0,78
12,75,138,552,64,76,1923828,13864,0,12
58,346,824,3294,81,83,2447649,82481,0,58
16,96,453,1811,12,16,364848,45312,0,16
43,261,769,3076,67,91,2023173,76967,0,43
76,458,211,843,46,1,1402803,21146,0,76
67,402,282,1129,64,52,1940256,28264,0,67
31,183,816,3263,4,3,129309,81604,0,31
8,45,423,1691,64,71,1922613,42364,0,8
15,88,860,3440,46,59,1384677,86046,0,15
63,379,584,2334,13,83,409149,58413,0,63
91,549,313,1252,11,63,357489,31311,0,91
6,36,627,2508,22,72,662016,62722,0,6
95,567,267,1068,37,71,1138713,26737,0,95
32,192,122,488,7,68,219804,12207,0,32
93,557,688,2750,30,69,928107,68830,0,93
2,11,657,2628,67,36,2010708,65767,0,2
8,49,91,363,54,23,1622469,9154,0,8
91,548,797,3189,97,51,2937453,79797,0,91
4,22,4,16,21,97,631491,421,0,4
16,96,614,2455,18,86,545058,61418,0,16
50,303,662,2647,23,95,705285,66223,0,50
3,17,180,721,47,77,1411131,18047,0,3
47,279,285,1140,68,25,2054175,28568,0,47
77,463,901,3604,42,19,1283157,90142,0,77
47,279,877,3508,87,17,2624151,87787,0,47
6,37,215,862,9,93,272079,21509,0,6
75,449,538,2151,19,58,592674,53819,0,75
49,291,618,2470,79,0,2384700,61879,0,49
13,78,79,316,89,84,2674152,7989,0,13
2,11,906,3626,80,32,2400696,90680,0,2
32,189,404,1616,77,7,2319621,40477,0,32
23,139,991,3964,30,35,907005,99130,0,23
41,248,686,2744,38,40,1152420,68638,0,41
3,18,697,2790,55,71,1651113,69755,0,3
95,573,994,3976,94,50,2848650,99494,0,95
39,235,133,530,76,48,2291844,13376,0,39
20,122,487,1949,94,46,2826138,48794,0,20
91,547,841,3364,60,21,1827363,84160,0,91
90,538,790,3160,28,87,867261,79028,0,90
78,466,373,1494,48,79,1463637,37348,0,78
15,88,403,1611,70,2,2104506,40370,0,15
39,232,330,1322,22,0,671700,33022,0,39
91,546,407,1628,50,87,1527561,40750,0,91
0,-2,703,2810,85,67,2550201,70385,0,0
61,364,817,3269,10,93,318579,81710,0,61
15,88,124,496,10,96,304788,12410,0,15
54,326,608,2433,35,96,1066488,60835,0,54
57,339,641,2565,88,90,2657370,64188,0,57
44,263,430,1720,50,55,1513365,43050,0,44
10,62,871,3484,86,49,2583147,87186,0,10
29,173,73,292,36,46,1088838,7336,0,29
60,362,852,3409,57,99,1728297,85257,0,60
2,13,871,3485,46,74,1380822,87146,0,2
81,484,791,3164,62,76,1884528,79162,0,81
52,311,868,3474,51,42,1545726,86851,0,52
